Plant Name,Soil Type,Soil pH,Temperature,Rainfall,Required Fertilizer,Common Pests & Recommended Pesticides
Watermelon,Sandy Loam,6.8,25,595,NPK Fertilizer,Blast - Tricyclazole
Pear,Laterite,7.3,19,1565,DAP,Panama Wilt - Thiophanate
Basil,Red,5.9,27,2063,DAP,Bollworm - Cypermethrin
Spinach,Alluvial,6.1,23,2082,Potash Fertilizer,Thrips - Spinosad
Carrot,Laterite,6.8,26,1344,Sulfur Fertilizer,Thrips - Spinosad
Soybean,Alluvial,5.9,17,1710,Urea,Leaf Curl - Imidacloprid
Pomegranate,Alluvial,6.6,31,342,Sulfur Fertilizer,Powdery Mildew - Sulfur
Jute,Mountain,7.3,26,2013,Organic Compost,Rust - Propiconazole
Mango,Alluvial,7,21,790,Urea,Scab - Captan
Sunflower,Alluvial,6,31,1695,DAP,Panama Wilt - Thiophanate
Banana,Laterite,6.6,18,1749,DAP,Panama Wilt - Thiophanate
Pineapple,Laterite,6.1,17,2417,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Basil,Sandy,5.7,26,1592,Urea,Red Rot - Carbendazim
Guava,Clayey Loam,6.3,20,2132,Urea,Thrips - Spinosad
Basil,Clayey,5.9,10,1635,Farmyard Manure,Scab - Captan
Papaya,Laterite,7.4,25,1024,Farmyard Manure,Late Blight - Mancozeb
Mahogany,Black,5.7,25,2094,Potash Fertilizer,Mealybug - Buprofezin
Pineapple,Loamy,5.9,19,809,Calcium Ammonium Nitrate,Blast - Tricyclazole
Coconut,Sandy,5.7,25,1604,Organic Compost,Scab - Captan
Cotton,Sandy,7,17,638,Urea,Rust - Mancozeb
Coffee,Clayey Loam,7.4,18,2422,Farmyard Manure,Coffee Rust - Propiconazole
Black Gram,Clayey,6.2,11,1357,Potassium Nitrate,Rust - Propiconazole
Cashew,Sandy Loam,7.1,24,982,Potassium Nitrate,Scab - Captan
Brinjal,Laterite,5.5,33,1453,Phosphate Fertilizer,Aphids - Imidacloprid
Onion,Clayey,5.5,10,558,Urea,Thrips - Spinosad
Chili,Red,6.7,22,1312,Farmyard Manure,Panama Wilt - Thiophanate
Guava,Alluvial,7.3,35,1869,Farmyard Manure,Thrips - Spinosad
Spinach,Sandy,6.1,31,552,Calcium Ammonium Nitrate,Bollworm - Cypermethrin
Black Gram,Alluvial,6.3,18,1847,Potassium Nitrate,Stem Borer - Carbaryl
Aloe Vera,Clayey,7.4,17,2082,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Okra,Sandy,6.5,26,1469,DAP,Stem Borer - Carbaryl
Jackfruit,Alluvial,5.8,25,1136,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Strawberry,Black,5.5,11,1354,Calcium Ammonium Nitrate,Coffee Rust - Propiconazole
Radish,Sandy,7.1,25,1459,Phosphate Fertilizer,Thrips - Spinosad
Sugarcane,Clayey Loam,6.8,18,1644,Urea,Mealybug - Buprofezin
Peas,Clayey Loam,6.6,25,1233,Farmyard Manure,Rust - Propiconazole
Brinjal,Laterite,6.3,29,449,Farmyard Manure,Rust - Mancozeb
Mustard,Clayey,5.8,19,921,Sulfur Fertilizer,Scab - Captan
Onion,Alluvial,5.6,14,2107,Potash Fertilizer,Mealybug - Buprofezin
Brinjal,Mountain,7.3,16,1666,Phosphate Fertilizer,Panama Wilt - Thiophanate
Blueberry,Sandy,7,30,1438,Sulfur Fertilizer,Red Rot - Carbendazim
Cauliflower,Alluvial,5.5,26,1259,Sulfur Fertilizer,Aphids - Imidacloprid
Tea,Alluvial,5.9,18,2383,Potassium Nitrate,Stem Borer - Carbaryl
Coffee,Sandy,5.7,33,2435,Potash Fertilizer,Late Blight - Mancozeb
Sugarcane,Sandy Loam,7.1,28,311,Phosphate Fertilizer,Stem Borer - Carbaryl
Potato,Sandy,7.2,27,2260,Potash Fertilizer,Blister Blight - Copper Oxychloride
Jute,Sandy,7,25,1049,Urea,Thrips - Spinosad
Soybean,Sandy Loam,5.7,31,1732,Calcium Ammonium Nitrate,Leaf Spot - Chlorothalonil
Papaya,Mountain,7.3,30,1050,Potash Fertilizer,Stem Borer - Carbaryl
Lentils,Laterite,5.6,16,504,Potassium Nitrate,Late Blight - Mancozeb
Papaya,Mountain,6.3,19,1808,Sulfur Fertilizer,Leaf Spot - Chlorothalonil
Papaya,Sandy,5.6,21,2304,Calcium Ammonium Nitrate,Mealybug - Buprofezin
Black Gram,Red,7.4,30,1385,Phosphate Fertilizer,Aphids - Imidacloprid
Peach,Black,7.4,33,1402,DAP,Red Rot - Carbendazim
Bamboo,Black,6.2,24,908,NPK Fertilizer,Blister Blight - Copper Oxychloride
Wheat,Laterite,5.6,16,370,Organic Compost,Leaf Spot - Chlorothalonil
Cauliflower,Clayey Loam,5.6,19,815,Organic Compost,Powdery Mildew - Sulfur
Aloe Vera,Red,6.8,23,1080,Phosphate Fertilizer,Bud Rot - Copper Oxychloride
Cashew,Sandy,7.5,30,2072,Potassium Nitrate,Scab - Captan
Carrot,Sandy,6.3,19,1126,Organic Compost,Coffee Rust - Propiconazole
Tomato,Loamy,6.8,28,1913,DAP,Leaf Curl - Imidacloprid
Papaya,Clayey,7.1,23,464,Calcium Ammonium Nitrate,Scab - Captan
Ginger,Mountain,5.9,25,2384,DAP,Leaf Curl - Imidacloprid
Chili,Red,6.6,17,1681,DAP,Bud Rot - Copper Oxychloride
Spinach,Clayey,5.8,18,1786,Phosphate Fertilizer,Stem Borer - Carbaryl
Neem,Sandy,6.7,33,1358,Organic Compost,Rust - Propiconazole
Soybean,Sandy,7.1,20,2233,Farmyard Manure,Red Rot - Carbendazim
Apple,Black,6.8,25,1787,Phosphate Fertilizer,Mealybug - Buprofezin
Sunflower,Red,6.6,10,1984,NPK Fertilizer,Late Blight - Mancozeb
Pumpkin,Clayey Loam,7.2,24,2485,Urea,Bollworm - Cypermethrin
Pomegranate,Clayey Loam,6.8,13,1997,Sulfur Fertilizer,Late Blight - Mancozeb
Turmeric,Clayey,7.1,22,2064,Farmyard Manure,Rust - Mancozeb
Mahogany,Black,6.8,19,964,Potassium Nitrate,Stem Borer - Carbaryl
Spinach,Clayey,6.5,20,1055,Urea,Stem Borer - Carbaryl
Onion,Mountain,7.3,26,1340,NPK Fertilizer,Anthracnose - Carbendazim
Okra,Sandy Loam,7.1,32,2009,Farmyard Manure,Bud Rot - Copper Oxychloride
Jute,Alluvial,6.8,27,1184,Organic Compost,Late Blight - Mancozeb
Potato,Black,7.4,21,2290,Organic Compost,Rust - Mancozeb
Pineapple,Alluvial,5.5,10,1739,Farmyard Manure,Panama Wilt - Thiophanate
Papaya,Loamy,5.8,24,2186,Sulfur Fertilizer,Anthracnose - Carbendazim
Radish,Alluvial,6.8,25,1535,DAP,Powdery Mildew - Sulfur
Guava,Alluvial,5.9,22,1675,Urea,Bud Rot - Copper Oxychloride
Tomato,Black,5.6,34,843,Organic Compost,Stem Borer - Carbaryl
Cashew,Mountain,5.8,13,2016,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Banana,Black,6,14,2307,NPK Fertilizer,Red Rot - Carbendazim
Potato,Alluvial,7.1,30,457,Phosphate Fertilizer,Coffee Rust - Propiconazole
Aloe Vera,Alluvial,5.7,31,746,Potash Fertilizer,Thrips - Spinosad
Soybean,Black,5.9,29,1320,Organic Compost,Scab - Captan
Rice,Clayey,5.8,24,1301,Urea,Coffee Rust - Propiconazole
Maize,Laterite,6.1,17,648,Potash Fertilizer,Rust - Propiconazole
Basil,Black,7.4,24,320,DAP,Aphids - Imidacloprid
Guava,Mountain,6.5,34,988,Sulfur Fertilizer,Rust - Mancozeb
Maize,Sandy,6.6,35,781,Farmyard Manure,Panama Wilt - Thiophanate
Potato,Black,5.9,14,1603,DAP,Powdery Mildew - Sulfur
Bamboo,Sandy,6.6,17,1777,Calcium Ammonium Nitrate,Scab - Captan
Black Gram,Sandy,6.9,11,2195,Phosphate Fertilizer,Red Rot - Carbendazim
Eucalyptus,Clayey Loam,7.5,24,1945,Calcium Ammonium Nitrate,Rust - Propiconazole
Pumpkin,Clayey Loam,7.5,11,313,Farmyard Manure,Scab - Captan
Spinach,Mountain,6.9,32,1784,Sulfur Fertilizer,Scab - Captan
Ginger,Alluvial,5.6,22,1762,DAP,Blast - Tricyclazole
Brinjal,Laterite,7.1,11,2260,Calcium Ammonium Nitrate,Blast - Tricyclazole
Mango,Black,5.7,19,2226,Organic Compost,Mealybug - Buprofezin
Chili,Laterite,7.1,29,2294,NPK Fertilizer,Leaf Spot - Chlorothalonil
Mango,Mountain,6.3,33,2203,Farmyard Manure,Leaf Spot - Chlorothalonil
Bamboo,Loamy,7.5,24,2166,Calcium Ammonium Nitrate,Scab - Captan
Brinjal,Laterite,6.8,12,543,Phosphate Fertilizer,Coffee Rust - Propiconazole
Apple,Clayey,7.1,10,2181,NPK Fertilizer,Blast - Tricyclazole
Blueberry,Clayey Loam,7.2,28,345,Phosphate Fertilizer,Late Blight - Mancozeb
Sunflower,Laterite,6.5,25,1777,Phosphate Fertilizer,Powdery Mildew - Sulfur
Radish,Black,7.3,35,395,Phosphate Fertilizer,Bollworm - Cypermethrin
Aloe Vera,Clayey,6.5,22,1073,Organic Compost,Blast - Tricyclazole
Rice,Black,7,19,888,Urea,Bud Rot - Copper Oxychloride
Black Gram,Clayey Loam,5.7,33,1816,Farmyard Manure,Blister Blight - Copper Oxychloride
Potato,Red,6,25,1445,Phosphate Fertilizer,Coffee Rust - Propiconazole
Strawberry,Red,5.6,25,1050,DAP,Stem Borer - Carbaryl
Sunflower,Clayey Loam,6.7,17,627,DAP,Coffee Rust - Propiconazole
Cauliflower,Clayey,6.4,29,1992,NPK Fertilizer,Anthracnose - Carbendazim
Jackfruit,Black,6.7,21,1156,Farmyard Manure,Leaf Spot - Chlorothalonil
Turmeric,Red,6.8,24,426,Potassium Nitrate,Coffee Rust - Propiconazole
Brinjal,Black,6,25,2135,Phosphate Fertilizer,Blast - Tricyclazole
Onion,Loamy,7.4,33,2148,Potash Fertilizer,Blister Blight - Copper Oxychloride
Strawberry,Loamy,7.3,15,1235,NPK Fertilizer,Mealybug - Buprofezin
Eucalyptus,Sandy,6.8,11,1328,Sulfur Fertilizer,Rust - Mancozeb
Papaya,Laterite,7.4,20,2267,NPK Fertilizer,Mealybug - Buprofezin
Aloe Vera,Sandy Loam,7.4,11,1336,Sulfur Fertilizer,Scab - Captan
Papaya,Laterite,7.5,29,675,Organic Compost,Rust - Mancozeb
Ginger,Mountain,6.3,16,1463,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Neem,Sandy Loam,6.8,31,1617,Organic Compost,Rust - Mancozeb
Soybean,Alluvial,6.6,10,956,Potash Fertilizer,Rust - Mancozeb
Pineapple,Black,5.5,28,2133,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Apple,Sandy,6,25,1626,Potassium Nitrate,Late Blight - Mancozeb
Tomato,Sandy Loam,5.9,31,1631,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Watermelon,Sandy,7.1,27,2108,DAP,Rust - Propiconazole
Green Gram,Sandy Loam,7.1,34,1954,DAP,Bollworm - Cypermethrin
Pear,Black,5.9,12,2195,Potash Fertilizer,Thrips - Spinosad
Wheat,Sandy Loam,7,21,1895,Calcium Ammonium Nitrate,Scab - Captan
Neem,Red,7.3,19,848,NPK Fertilizer,Rust - Propiconazole
Mustard,Mountain,5.8,12,1921,NPK Fertilizer,Mealybug - Buprofezin
Sunflower,Alluvial,5.5,17,1364,NPK Fertilizer,Blast - Tricyclazole
Jute,Laterite,6.1,25,678,Calcium Ammonium Nitrate,Leaf Curl - Imidacloprid
Lentils,Clayey Loam,6.1,20,1999,Urea,Blister Blight - Copper Oxychloride
Pineapple,Mountain,7.2,17,683,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Ginger,Red,5.9,32,1640,Sulfur Fertilizer,Rust - Propiconazole
Brinjal,Red,7.4,32,1946,Phosphate Fertilizer,Mealybug - Buprofezin
Basil,Black,6,12,2359,Organic Compost,Mealybug - Buprofezin
Coconut,Red,5.9,34,1792,DAP,Scab - Captan
Black Gram,Red,6.3,31,1649,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Sunflower,Black,6.4,20,1630,Phosphate Fertilizer,Thrips - Spinosad
Aloe Vera,Sandy,6,12,368,Phosphate Fertilizer,Red Rot - Carbendazim
Okra,Red,6,32,1900,Farmyard Manure,Coffee Rust - Propiconazole
Pomegranate,Alluvial,6.3,17,886,Sulfur Fertilizer,Leaf Spot - Chlorothalonil
Coconut,Red,7,19,1146,Sulfur Fertilizer,Rust - Mancozeb
Pear,Mountain,6.4,25,1760,Sulfur Fertilizer,Blast - Tricyclazole
Brinjal,Alluvial,6,13,1681,DAP,Anthracnose - Carbendazim
Jackfruit,Alluvial,6.6,34,881,Phosphate Fertilizer,Powdery Mildew - Sulfur
Eucalyptus,Mountain,7.1,26,1179,Organic Compost,Mealybug - Buprofezin
Green Gram,Loamy,6.6,25,328,Organic Compost,Leaf Spot - Chlorothalonil
Apple,Clayey Loam,7.1,25,2055,Calcium Ammonium Nitrate,Leaf Curl - Imidacloprid
Lentils,Laterite,6.4,13,1203,DAP,Scab - Captan
Jackfruit,Clayey,5.6,19,1735,Sulfur Fertilizer,Coffee Rust - Propiconazole
Potato,Sandy,7.1,33,2363,Farmyard Manure,Stem Borer - Carbaryl
Chili,Loamy,6.2,17,557,Organic Compost,Anthracnose - Carbendazim
Watermelon,Sandy Loam,6.9,15,1264,NPK Fertilizer,Scab - Captan
Papaya,Sandy Loam,5.7,22,1134,Potash Fertilizer,Rust - Propiconazole
Cotton,Sandy Loam,6.1,20,687,Potassium Nitrate,Scab - Captan
Lentils,Alluvial,6.7,18,1964,Calcium Ammonium Nitrate,Rust - Propiconazole
Pineapple,Mountain,6.4,19,636,Potassium Nitrate,Blast - Tricyclazole
Coffee,Clayey Loam,6.4,10,889,Potassium Nitrate,Bollworm - Cypermethrin
Potato,Red,5.8,18,1699,Urea,Rust - Mancozeb
Groundnut,Black,6.9,23,1298,Potassium Nitrate,Leaf Curl - Imidacloprid
Cashew,Mountain,7.3,23,332,Sulfur Fertilizer,Aphids - Imidacloprid
Brinjal,Sandy Loam,5.7,19,1017,Potash Fertilizer,Panama Wilt - Thiophanate
Wheat,Black,6.4,25,2267,Potassium Nitrate,Thrips - Spinosad
Peach,Sandy,6.2,16,482,DAP,Late Blight - Mancozeb
Banana,Red,6.5,34,1938,DAP,Panama Wilt - Thiophanate
Brinjal,Black,6.2,22,1005,Urea,Leaf Spot - Chlorothalonil
Radish,Mountain,6.8,16,1046,Farmyard Manure,Anthracnose - Carbendazim
Sunflower,Laterite,6.8,34,1407,Potassium Nitrate,Late Blight - Mancozeb
Blueberry,Sandy Loam,6.2,17,1688,Urea,Leaf Curl - Imidacloprid
Sunflower,Loamy,6.5,17,1410,Potash Fertilizer,Stem Borer - Carbaryl
Pear,Mountain,6.3,18,1150,Urea,Bud Rot - Copper Oxychloride
Maize,Mountain,6.2,11,2258,Potash Fertilizer,Leaf Spot - Chlorothalonil
Neem,Red,6.6,14,2222,Urea,Panama Wilt - Thiophanate
Guava,Alluvial,6.3,10,1522,Potassium Nitrate,Bollworm - Cypermethrin
Apple,Laterite,7.1,10,707,Sulfur Fertilizer,Blister Blight - Copper Oxychloride
Tea,Mountain,7.1,17,1756,DAP,Bollworm - Cypermethrin
Banana,Loamy,6.4,34,788,NPK Fertilizer,Aphids - Imidacloprid
Spinach,Sandy,7.1,11,1971,DAP,Leaf Curl - Imidacloprid
Groundnut,Red,6.1,20,1257,NPK Fertilizer,Mealybug - Buprofezin
Ginger,Red,6.1,19,2120,DAP,Thrips - Spinosad
Strawberry,Loamy,6.9,29,1806,Phosphate Fertilizer,Thrips - Spinosad
Jackfruit,Alluvial,5.5,14,2451,Urea,Thrips - Spinosad
Carrot,Clayey Loam,6.4,34,418,Calcium Ammonium Nitrate,Stem Borer - Carbaryl
Brinjal,Loamy,6.5,20,1713,Potash Fertilizer,Red Rot - Carbendazim
Onion,Mountain,5.5,33,1890,Potash Fertilizer,Scab - Captan
Lentils,Sandy,5.6,14,1013,DAP,Coffee Rust - Propiconazole
Ginger,Loamy,7.2,25,1471,Potash Fertilizer,Red Rot - Carbendazim
Neem,Sandy,6.6,18,727,Urea,Blast - Tricyclazole
Peas,Loamy,7.3,19,2010,Phosphate Fertilizer,Rust - Mancozeb
Strawberry,Laterite,6.9,16,1135,Potash Fertilizer,Aphids - Imidacloprid
Mustard,Sandy Loam,5.6,32,624,Organic Compost,Blister Blight - Copper Oxychloride
Mango,Red,6.2,31,2109,NPK Fertilizer,Blister Blight - Copper Oxychloride
Green Gram,Mountain,5.9,17,1131,Calcium Ammonium Nitrate,Red Rot - Carbendazim
Mustard,Clayey,7.2,18,1957,Organic Compost,Anthracnose - Carbendazim
Radish,Loamy,6.6,17,797,Phosphate Fertilizer,Aphids - Imidacloprid
Pineapple,Red,7.1,13,481,Farmyard Manure,Panama Wilt - Thiophanate
Coffee,Loamy,6.3,24,831,Sulfur Fertilizer,Thrips - Spinosad
Bamboo,Loamy,5.9,14,1626,Potash Fertilizer,Anthracnose - Carbendazim
Onion,Alluvial,6.8,21,2485,Farmyard Manure,Blister Blight - Copper Oxychloride
Mango,Clayey,6,26,2396,Potash Fertilizer,Late Blight - Mancozeb
Tea,Loamy,7.2,14,1684,Potash Fertilizer,Rust - Mancozeb
Brinjal,Red,5.9,18,2257,Organic Compost,Mealybug - Buprofezin
Cauliflower,Mountain,5.6,15,1054,Urea,Rust - Mancozeb
Tomato,Black,7.3,20,2092,Sulfur Fertilizer,Leaf Spot - Chlorothalonil
Onion,Clayey Loam,7.4,26,2276,Farmyard Manure,Scab - Captan
Potato,Clayey,7.3,26,1919,Urea,Anthracnose - Carbendazim
Blueberry,Red,5.5,23,1357,Urea,Anthracnose - Carbendazim
Pomegranate,Mountain,6.5,20,1649,Potassium Nitrate,Bud Rot - Copper Oxychloride
Tea,Sandy,6.8,35,349,Potash Fertilizer,Rust - Propiconazole
Potato,Sandy,5.5,20,1453,Potassium Nitrate,Blast - Tricyclazole
Cauliflower,Laterite,6.6,27,1083,Urea,Blast - Tricyclazole
Papaya,Sandy,5.9,25,1505,NPK Fertilizer,Red Rot - Carbendazim
Jackfruit,Clayey,6.3,35,2012,Urea,Scab - Captan
Wheat,Laterite,6.5,27,1384,Farmyard Manure,Blister Blight - Copper Oxychloride
Tea,Mountain,7.2,13,1704,Potassium Nitrate,Scab - Captan
Mango,Alluvial,7.5,19,1104,Phosphate Fertilizer,Scab - Captan
Jute,Loamy,6.7,34,1741,DAP,Thrips - Spinosad
Sunflower,Clayey,6.2,32,844,Potash Fertilizer,Blast - Tricyclazole
Blueberry,Black,7.2,33,873,DAP,Blister Blight - Copper Oxychloride
Peas,Black,6.7,25,1337,Potassium Nitrate,Thrips - Spinosad
Cauliflower,Clayey,7.3,10,634,Sulfur Fertilizer,Leaf Curl - Imidacloprid
Black Gram,Loamy,6.6,18,2325,NPK Fertilizer,Red Rot - Carbendazim
Jackfruit,Clayey,7.4,29,1926,Phosphate Fertilizer,Leaf Spot - Chlorothalonil
Strawberry,Laterite,6.3,27,1353,Sulfur Fertilizer,Bud Rot - Copper Oxychloride
Papaya,Red,7.3,31,1607,Urea,Thrips - Spinosad
Potato,Clayey Loam,7.4,28,1165,NPK Fertilizer,Panama Wilt - Thiophanate
Radish,Sandy Loam,6.5,33,1908,Potassium Nitrate,Blast - Tricyclazole
Cotton,Clayey Loam,6.6,24,1068,Urea,Thrips - Spinosad
Aloe Vera,Clayey Loam,6.9,15,486,Potash Fertilizer,Bud Rot - Copper Oxychloride
Apple,Laterite,6.4,10,1170,Potassium Nitrate,Stem Borer - Carbaryl
Pumpkin,Clayey,5.6,19,1685,NPK Fertilizer,Red Rot - Carbendazim
Chili,Loamy,7.1,26,2379,DAP,Leaf Spot - Chlorothalonil
Neem,Sandy,7.2,10,1713,DAP,Aphids - Imidacloprid
Brinjal,Loamy,7.2,23,755,Farmyard Manure,Coffee Rust - Propiconazole
Strawberry,Loamy,6,32,527,NPK Fertilizer,Rust - Mancozeb
Basil,Mountain,5.9,29,1914,NPK Fertilizer,Red Rot - Carbendazim
Mahogany,Mountain,6.5,33,1707,Urea,Mealybug - Buprofezin
Pumpkin,Clayey,7.4,32,425,Phosphate Fertilizer,Stem Borer - Carbaryl
Peas,Sandy,7.1,18,2395,Sulfur Fertilizer,Aphids - Imidacloprid
Cotton,Red,6,34,1594,Organic Compost,Bollworm - Cypermethrin
Jute,Alluvial,6.6,24,615,Farmyard Manure,Leaf Curl - Imidacloprid
Jackfruit,Red,6.2,10,454,Potassium Nitrate,Late Blight - Mancozeb
Blueberry,Clayey Loam,6.3,15,2383,DAP,Powdery Mildew - Sulfur
Mahogany,Loamy,6.9,21,751,DAP,Rust - Mancozeb
Peas,Loamy,6.6,24,346,Urea,Leaf Curl - Imidacloprid
Sugarcane,Sandy Loam,6.9,19,1566,Farmyard Manure,Mealybug - Buprofezin
Groundnut,Loamy,6.4,35,2184,DAP,Leaf Curl - Imidacloprid
Apple,Alluvial,6.9,15,479,Organic Compost,Thrips - Spinosad
Watermelon,Red,7.1,21,426,Potash Fertilizer,Bollworm - Cypermethrin
Watermelon,Clayey,6.8,10,424,Phosphate Fertilizer,Anthracnose - Carbendazim
Wheat,Clayey,5.8,10,1355,DAP,Leaf Curl - Imidacloprid
Ginger,Red,6.9,15,807,NPK Fertilizer,Bud Rot - Copper Oxychloride
Banana,Sandy,6,31,2140,Phosphate Fertilizer,Mealybug - Buprofezin
Neem,Clayey,6.1,10,1294,Organic Compost,Bollworm - Cypermethrin
Cotton,Black,7.1,18,2426,DAP,Aphids - Imidacloprid
Apple,Mountain,7.4,25,1283,Phosphate Fertilizer,Panama Wilt - Thiophanate
Potato,Laterite,7.5,17,372,Urea,Rust - Mancozeb
Mahogany,Loamy,6.4,35,2341,Farmyard Manure,Rust - Propiconazole
Neem,Clayey,5.6,10,1544,Phosphate Fertilizer,Thrips - Spinosad
Wheat,Laterite,5.5,33,1671,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Lentils,Clayey,6.6,28,1573,Organic Compost,Panama Wilt - Thiophanate
Lentils,Mountain,6.4,10,393,Phosphate Fertilizer,Mealybug - Buprofezin
Peas,Sandy Loam,7.3,15,637,Calcium Ammonium Nitrate,Blast - Tricyclazole
Okra,Black,5.9,27,2108,Phosphate Fertilizer,Bollworm - Cypermethrin
Cauliflower,Red,6.8,23,2219,NPK Fertilizer,Bollworm - Cypermethrin
Banana,Black,6.1,11,851,Urea,Aphids - Imidacloprid
Black Gram,Sandy Loam,5.9,13,1343,Sulfur Fertilizer,Anthracnose - Carbendazim
Pineapple,Clayey Loam,6.9,17,1141,Farmyard Manure,Blast - Tricyclazole
Onion,Sandy,7.2,29,705,NPK Fertilizer,Red Rot - Carbendazim
Carrot,Red,6.8,29,483,DAP,Bollworm - Cypermethrin
Onion,Clayey,7.2,35,1086,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Wheat,Clayey Loam,6.5,34,1994,Farmyard Manure,Thrips - Spinosad
Jackfruit,Black,5.6,19,1765,Potassium Nitrate,Anthracnose - Carbendazim
Pumpkin,Mountain,6.6,19,2300,Potash Fertilizer,Thrips - Spinosad
Peas,Mountain,7.1,12,1302,Farmyard Manure,Scab - Captan
Black Gram,Loamy,6.1,22,2357,Urea,Thrips - Spinosad
Bamboo,Black,7,29,479,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Spinach,Black,7.3,28,1542,Potassium Nitrate,Late Blight - Mancozeb
Turmeric,Laterite,5.8,15,823,NPK Fertilizer,Red Rot - Carbendazim
Guava,Clayey Loam,6.6,28,2158,Organic Compost,Scab - Captan
Cotton,Alluvial,6.8,30,924,Phosphate Fertilizer,Leaf Curl - Imidacloprid
Turmeric,Alluvial,5.8,35,597,Organic Compost,Late Blight - Mancozeb
Pineapple,Red,6.1,30,2101,DAP,Rust - Propiconazole
Bamboo,Laterite,5.8,21,2138,Sulfur Fertilizer,Rust - Mancozeb
Wheat,Clayey,7.3,34,848,DAP,Scab - Captan
Neem,Sandy,6.7,29,2096,Calcium Ammonium Nitrate,Rust - Mancozeb
Pumpkin,Sandy,6.2,32,2184,DAP,Leaf Curl - Imidacloprid
Turmeric,Mountain,5.8,25,300,Potash Fertilizer,Leaf Curl - Imidacloprid
Peach,Sandy Loam,6.4,35,1873,Potassium Nitrate,Leaf Spot - Chlorothalonil
Brinjal,Black,5.5,15,1040,Potassium Nitrate,Anthracnose - Carbendazim
Pineapple,Sandy,6,11,1574,Phosphate Fertilizer,Red Rot - Carbendazim
Pear,Loamy,5.8,33,1696,Sulfur Fertilizer,Rust - Mancozeb
Chili,Clayey Loam,5.9,21,974,Phosphate Fertilizer,Blister Blight - Copper Oxychloride
Guava,Clayey,6.3,17,1644,Potassium Nitrate,Thrips - Spinosad
Cabbage,Sandy,6.5,30,1344,Phosphate Fertilizer,Rust - Mancozeb
Pear,Black,6.3,18,2272,Urea,Rust - Propiconazole
Cashew,Clayey Loam,6.9,29,1622,Urea,Panama Wilt - Thiophanate
Groundnut,Sandy,6.2,34,2262,DAP,Leaf Curl - Imidacloprid
Aloe Vera,Loamy,7.5,31,784,DAP,Anthracnose - Carbendazim
Sugarcane,Black,7.4,29,320,Urea,Panama Wilt - Thiophanate
Guava,Loamy,6.9,19,1355,Potassium Nitrate,Scab - Captan
Bamboo,Loamy,5.5,26,579,NPK Fertilizer,Stem Borer - Carbaryl
Okra,Red,6.1,15,738,Sulfur Fertilizer,Blast - Tricyclazole
Onion,Sandy,6.6,20,913,NPK Fertilizer,Panama Wilt - Thiophanate
Apple,Laterite,5.7,14,2033,Potash Fertilizer,Mealybug - Buprofezin
Cashew,Alluvial,6.7,31,1423,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Basil,Sandy,6.1,33,433,DAP,Mealybug - Buprofezin
Radish,Sandy Loam,6.8,31,329,Organic Compost,Anthracnose - Carbendazim
Mahogany,Sandy Loam,7.4,31,832,Calcium Ammonium Nitrate,Anthracnose - Carbendazim
Basil,Sandy,6.1,35,1470,Organic Compost,Rust - Mancozeb
Cauliflower,Sandy Loam,5.9,28,829,Farmyard Manure,Red Rot - Carbendazim
Sunflower,Sandy,6.4,17,443,Potash Fertilizer,Bud Rot - Copper Oxychloride
Cotton,Sandy Loam,6.4,15,2110,Potassium Nitrate,Rust - Mancozeb
Strawberry,Clayey Loam,7.1,25,2255,Phosphate Fertilizer,Anthracnose - Carbendazim
Blueberry,Clayey,6.9,16,2116,Farmyard Manure,Rust - Mancozeb
Black Gram,Alluvial,7,30,1735,Calcium Ammonium Nitrate,Aphids - Imidacloprid
Brinjal,Sandy Loam,7.3,19,2404,Potassium Nitrate,Bollworm - Cypermethrin
Soybean,Laterite,5.8,22,2458,DAP,Stem Borer - Carbaryl
Okra,Clayey Loam,5.8,24,362,Urea,Mealybug - Buprofezin
Mango,Clayey,7.1,30,765,Phosphate Fertilizer,Blast - Tricyclazole
Aloe Vera,Loamy,5.8,33,1079,Calcium Ammonium Nitrate,Rust - Propiconazole
Chili,Laterite,5.6,30,1302,Calcium Ammonium Nitrate,Thrips - Spinosad
Potato,Loamy,7.3,14,1202,Farmyard Manure,Leaf Curl - Imidacloprid
Mahogany,Red,5.8,10,458,Potash Fertilizer,Blister Blight - Copper Oxychloride
Spinach,Black,5.7,10,2473,Phosphate Fertilizer,Blast - Tricyclazole
Maize,Laterite,7.4,10,1987,Sulfur Fertilizer,Blast - Tricyclazole
Mustard,Clayey,5.9,23,2113,NPK Fertilizer,Panama Wilt - Thiophanate
Strawberry,Red,7.4,10,748,Organic Compost,Rust - Propiconazole
